DoctorID,Region,Specialization,Disease,Drug,NumPrescriptions
Doc_11856,Pune,Neurologist,Cancer,Doxorubicin,481
Doc_11856,Pune,Neurologist,Hypertension,Amlodipine,337
Doc_11856,Pune,Neurologist,Liver Disease,Tenofovir,134
Doc_11857,Ahmedabad,General Physician,Diabetes,Insulin,109
Doc_11857,Ahmedabad,General Physician,Asthma,Montelukast,426
Doc_11857,Ahmedabad,General Physician,Cancer,Paclitaxel,403
Doc_11857,Ahmedabad,General Physician,Skin Infection,Clindamycin,496
Doc_11857,Ahmedabad,General Physician,Stroke,Clopidogrel,313
Doc_11858,Jaipur,Cardiologist,Cancer,Doxorubicin,62
Doc_11858,Jaipur,Cardiologist,Asthma,Montelukast,136
Doc_11858,Jaipur,Cardiologist,Hypertension,Metoprolol,462
Doc_11859,Kolkata,Gastroenterologist,Asthma,Montelukast,277
Doc_11860,Pune,Oncologist,Hypertension,Amlodipine,89
Doc_11860,Pune,Oncologist,Stroke,Clopidogrel,58
Doc_11860,Pune,Oncologist,Liver Disease,Silymarin,468
Doc_11861,Pune,Endocrinologist,Liver Disease,Silymarin,227
Doc_11862,Chennai,General Physician,Asthma,Salbutamol,329
Doc_11862,Chennai,General Physician,Cancer,Paclitaxel,208
Doc_11862,Chennai,General Physician,Hypertension,Metoprolol,291
Doc_11863,Hyderabad,Gastroenterologist,Asthma,Salbutamol,351
Doc_11863,Hyderabad,Gastroenterologist,Cancer,Paclitaxel,377
Doc_11863,Hyderabad,Gastroenterologist,Skin Infection,Mupirocin,208
Doc_11863,Hyderabad,Gastroenterologist,Diabetes,Metformin,299
Doc_11864,Hyderabad,Dermatologist,Skin Infection,Amoxicillin,88
Doc_11864,Hyderabad,Dermatologist,Diabetes,Insulin,297
Doc_11864,Hyderabad,Dermatologist,Heart Disease,Atorvastatin,387
Doc_11864,Hyderabad,Dermatologist,Liver Disease,Ursodeoxycholic Acid,424
Doc_11864,Hyderabad,Dermatologist,Cancer,Doxorubicin,208
Doc_11865,Kolkata,Oncologist,Liver Disease,Tenofovir,252
Doc_11865,Kolkata,Oncologist,Cancer,Doxorubicin,85
Doc_11865,Kolkata,Oncologist,Diabetes,Metformin,331
Doc_11865,Kolkata,Oncologist,Skin Infection,Amoxicillin,221
Doc_11865,Kolkata,Oncologist,Stroke,Clopidogrel,357
Doc_11866,Lucknow,Neurologist,Diabetes,Metformin,337
Doc_11866,Lucknow,Neurologist,Cancer,Paclitaxel,302
Doc_11866,Lucknow,Neurologist,Heart Disease,Aspirin,18
Doc_11867,Ahmedabad,Neurologist,Asthma,Budesonide,189
Doc_11867,Ahmedabad,Neurologist,Diabetes,Metformin,488
Doc_11867,Ahmedabad,Neurologist,Hypertension,Amlodipine,125
Doc_11867,Ahmedabad,Neurologist,Cancer,Doxorubicin,199
Doc_11867,Ahmedabad,Neurologist,Heart Disease,Clopidogrel,221
Doc_11868,Bangalore,General Physician,Stroke,Clopidogrel,291
Doc_11869,Chennai,Dermatologist,Cancer,Doxorubicin,245
Doc_11869,Chennai,Dermatologist,Hypertension,Losartan,129
Doc_11869,Chennai,Dermatologist,Stroke,Warfarin,201
Doc_11869,Chennai,Dermatologist,Skin Infection,Clindamycin,426
Doc_11869,Chennai,Dermatologist,Diabetes,Insulin,112
Doc_11870,Mumbai,Gastroenterologist,Diabetes,Metformin,369
Doc_11870,Mumbai,Gastroenterologist,Heart Disease,Aspirin,330
Doc_11870,Mumbai,Gastroenterologist,Liver Disease,Tenofovir,385
Doc_11870,Mumbai,Gastroenterologist,Cancer,Doxorubicin,100
Doc_11870,Mumbai,Gastroenterologist,Skin Infection,Mupirocin,202
Doc_11871,Lucknow,Cardiologist,Skin Infection,Mupirocin,436
Doc_11871,Lucknow,Cardiologist,Asthma,Budesonide,129
Doc_11871,Lucknow,Cardiologist,Diabetes,Insulin,480
Doc_11871,Lucknow,Cardiologist,Stroke,Alteplase,32
Doc_11871,Lucknow,Cardiologist,Liver Disease,Tenofovir,416
Doc_11872,Pune,Cardiologist,Heart Disease,Aspirin,371
Doc_11873,Ahmedabad,General Physician,Cancer,Doxorubicin,279
Doc_11873,Ahmedabad,General Physician,Skin Infection,Clindamycin,312
Doc_11874,Delhi,Pulmonologist,Stroke,Alteplase,146
Doc_11874,Delhi,Pulmonologist,Heart Disease,Clopidogrel,183
Doc_11875,Mumbai,Oncologist,Stroke,Alteplase,85
Doc_11876,Mumbai,Pulmonologist,Liver Disease,Tenofovir,413
Doc_11876,Mumbai,Pulmonologist,Stroke,Alteplase,486
Doc_11876,Mumbai,Pulmonologist,Hypertension,Metoprolol,285
Doc_11876,Mumbai,Pulmonologist,Cancer,Paclitaxel,201
Doc_11877,Bangalore,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,94
Doc_11877,Bangalore,Pulmonologist,Stroke,Warfarin,64
Doc_11877,Bangalore,Pulmonologist,Diabetes,Glipizide,357
Doc_11877,Bangalore,Pulmonologist,Heart Disease,Clopidogrel,303
Doc_11877,Bangalore,Pulmonologist,Asthma,Salbutamol,487
Doc_11878,Jaipur,Pulmonologist,Diabetes,Glipizide,150
Doc_11878,Jaipur,Pulmonologist,Stroke,Alteplase,137
Doc_11878,Jaipur,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,375
Doc_11879,Mumbai,Oncologist,Diabetes,Insulin,377
Doc_11880,Mumbai,Oncologist,Heart Disease,Aspirin,53
Doc_11880,Mumbai,Oncologist,Skin Infection,Clindamycin,170
Doc_11880,Mumbai,Oncologist,Stroke,Clopidogrel,147
Doc_11880,Mumbai,Oncologist,Cancer,Cisplatin,19
Doc_11881,Lucknow,Dermatologist,Stroke,Warfarin,495
Doc_11881,Lucknow,Dermatologist,Liver Disease,Tenofovir,180
Doc_11881,Lucknow,Dermatologist,Diabetes,Glipizide,304
Doc_11882,Ahmedabad,Neurologist,Asthma,Salbutamol,496
Doc_11882,Ahmedabad,Neurologist,Cancer,Cisplatin,438
Doc_11882,Ahmedabad,Neurologist,Liver Disease,Tenofovir,467
Doc_11883,Lucknow,Endocrinologist,Stroke,Clopidogrel,475
Doc_11883,Lucknow,Endocrinologist,Hypertension,Amlodipine,446
Doc_11883,Lucknow,Endocrinologist,Diabetes,Metformin,151
Doc_11883,Lucknow,Endocrinologist,Asthma,Budesonide,257
Doc_11884,Lucknow,Endocrinologist,Cancer,Cisplatin,440
Doc_11884,Lucknow,Endocrinologist,Hypertension,Metoprolol,142
Doc_11884,Lucknow,Endocrinologist,Asthma,Budesonide,149
Doc_11884,Lucknow,Endocrinologist,Diabetes,Metformin,81
Doc_11884,Lucknow,Endocrinologist,Skin Infection,Clindamycin,233
Doc_11885,Ahmedabad,Gastroenterologist,Liver Disease,Silymarin,83
Doc_11885,Ahmedabad,Gastroenterologist,Stroke,Clopidogrel,447
Doc_11885,Ahmedabad,Gastroenterologist,Hypertension,Losartan,369
Doc_11885,Ahmedabad,Gastroenterologist,Cancer,Paclitaxel,426
Doc_11886,Pune,Pulmonologist,Hypertension,Metoprolol,54
Doc_11886,Pune,Pulmonologist,Liver Disease,Silymarin,268
Doc_11886,Pune,Pulmonologist,Cancer,Cisplatin,334
Doc_11887,Pune,Endocrinologist,Stroke,Alteplase,24
Doc_11887,Pune,Endocrinologist,Diabetes,Metformin,63
Doc_11888,Hyderabad,Neurologist,Cancer,Paclitaxel,260
Doc_11888,Hyderabad,Neurologist,Heart Disease,Atorvastatin,267
Doc_11888,Hyderabad,Neurologist,Asthma,Salbutamol,60
Doc_11889,Hyderabad,Cardiologist,Skin Infection,Mupirocin,498
Doc_11889,Hyderabad,Cardiologist,Cancer,Doxorubicin,97
Doc_11889,Hyderabad,Cardiologist,Asthma,Montelukast,248
Doc_11889,Hyderabad,Cardiologist,Heart Disease,Aspirin,134
Doc_11890,Mumbai,Neurologist,Liver Disease,Silymarin,415
Doc_11891,Bangalore,Oncologist,Heart Disease,Aspirin,36
Doc_11891,Bangalore,Oncologist,Hypertension,Losartan,137
Doc_11891,Bangalore,Oncologist,Liver Disease,Ursodeoxycholic Acid,282
Doc_11891,Bangalore,Oncologist,Asthma,Salbutamol,441
Doc_11891,Bangalore,Oncologist,Diabetes,Insulin,496
Doc_11892,Lucknow,Cardiologist,Liver Disease,Tenofovir,108
Doc_11892,Lucknow,Cardiologist,Asthma,Salbutamol,139
Doc_11892,Lucknow,Cardiologist,Stroke,Clopidogrel,464
Doc_11892,Lucknow,Cardiologist,Skin Infection,Clindamycin,346
Doc_11892,Lucknow,Cardiologist,Hypertension,Losartan,44
Doc_11893,Hyderabad,Dermatologist,Asthma,Salbutamol,65
Doc_11893,Hyderabad,Dermatologist,Cancer,Doxorubicin,498
Doc_11893,Hyderabad,Dermatologist,Hypertension,Losartan,132
Doc_11894,Bangalore,Cardiologist,Skin Infection,Mupirocin,391
Doc_11895,Ahmedabad,Dermatologist,Heart Disease,Aspirin,82
Doc_11895,Ahmedabad,Dermatologist,Asthma,Budesonide,10
Doc_11896,Hyderabad,Neurologist,Liver Disease,Silymarin,54
Doc_11896,Hyderabad,Neurologist,Diabetes,Metformin,423
Doc_11897,Mumbai,Oncologist,Asthma,Budesonide,266
Doc_11897,Mumbai,Oncologist,Liver Disease,Silymarin,179
Doc_11897,Mumbai,Oncologist,Diabetes,Metformin,378
Doc_11897,Mumbai,Oncologist,Heart Disease,Aspirin,241
Doc_11897,Mumbai,Oncologist,Skin Infection,Amoxicillin,259
Doc_11898,Chennai,Pulmonologist,Asthma,Salbutamol,26
Doc_11898,Chennai,Pulmonologist,Heart Disease,Clopidogrel,377
Doc_11898,Chennai,Pulmonologist,Hypertension,Amlodipine,357
Doc_11898,Chennai,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,203
Doc_11899,Ahmedabad,Endocrinologist,Liver Disease,Silymarin,53
Doc_11899,Ahmedabad,Endocrinologist,Stroke,Alteplase,341
Doc_11899,Ahmedabad,Endocrinologist,Cancer,Cisplatin,198
Doc_11899,Ahmedabad,Endocrinologist,Skin Infection,Clindamycin,307
Doc_11899,Ahmedabad,Endocrinologist,Diabetes,Metformin,218
Doc_11900,Lucknow,Gastroenterologist,Cancer,Paclitaxel,314
Doc_11900,Lucknow,Gastroenterologist,Skin Infection,Mupirocin,254
Doc_11900,Lucknow,Gastroenterologist,Diabetes,Metformin,138
Doc_11900,Lucknow,Gastroenterologist,Asthma,Salbutamol,240
Doc_11901,Bangalore,Cardiologist,Heart Disease,Clopidogrel,342
Doc_11901,Bangalore,Cardiologist,Asthma,Budesonide,439
Doc_11901,Bangalore,Cardiologist,Skin Infection,Clindamycin,262
Doc_11901,Bangalore,Cardiologist,Cancer,Cisplatin,209
Doc_11901,Bangalore,Cardiologist,Stroke,Alteplase,186
Doc_11902,Delhi,Neurologist,Skin Infection,Amoxicillin,280
Doc_11903,Ahmedabad,Oncologist,Diabetes,Insulin,170
Doc_11903,Ahmedabad,Oncologist,Skin Infection,Mupirocin,96
Doc_11903,Ahmedabad,Oncologist,Liver Disease,Silymarin,96
Doc_11904,Kolkata,Oncologist,Asthma,Budesonide,219
Doc_11904,Kolkata,Oncologist,Cancer,Paclitaxel,382
Doc_11904,Kolkata,Oncologist,Liver Disease,Tenofovir,31
Doc_11904,Kolkata,Oncologist,Stroke,Clopidogrel,351
Doc_11905,Delhi,Cardiologist,Stroke,Clopidogrel,259
Doc_11905,Delhi,Cardiologist,Skin Infection,Mupirocin,37
Doc_11905,Delhi,Cardiologist,Heart Disease,Clopidogrel,184
Doc_11905,Delhi,Cardiologist,Hypertension,Losartan,369
Doc_11906,Mumbai,Neurologist,Hypertension,Amlodipine,460
Doc_11906,Mumbai,Neurologist,Asthma,Montelukast,278
Doc_11907,Delhi,Endocrinologist,Asthma,Montelukast,333
Doc_11907,Delhi,Endocrinologist,Heart Disease,Aspirin,42
Doc_11907,Delhi,Endocrinologist,Liver Disease,Silymarin,483
Doc_11907,Delhi,Endocrinologist,Diabetes,Metformin,485
Doc_11908,Jaipur,Dermatologist,Skin Infection,Mupirocin,468
Doc_11909,Chennai,Gastroenterologist,Asthma,Montelukast,314
Doc_11909,Chennai,Gastroenterologist,Hypertension,Losartan,468
Doc_11910,Delhi,Pulmonologist,Diabetes,Glipizide,369
Doc_11910,Delhi,Pulmonologist,Asthma,Salbutamol,478
Doc_11911,Bangalore,Dermatologist,Liver Disease,Tenofovir,210
Doc_11911,Bangalore,Dermatologist,Asthma,Salbutamol,258
Doc_11912,Jaipur,Neurologist,Stroke,Clopidogrel,117
Doc_11913,Mumbai,Neurologist,Asthma,Budesonide,271
Doc_11913,Mumbai,Neurologist,Stroke,Warfarin,405
Doc_11913,Mumbai,Neurologist,Liver Disease,Tenofovir,129
Doc_11913,Mumbai,Neurologist,Heart Disease,Aspirin,122
Doc_11914,Hyderabad,Gastroenterologist,Liver Disease,Silymarin,103
Doc_11914,Hyderabad,Gastroenterologist,Diabetes,Metformin,354
Doc_11914,Hyderabad,Gastroenterologist,Heart Disease,Clopidogrel,292
Doc_11914,Hyderabad,Gastroenterologist,Skin Infection,Amoxicillin,35
Doc_11914,Hyderabad,Gastroenterologist,Asthma,Budesonide,186
Doc_11915,Lucknow,Cardiologist,Liver Disease,Tenofovir,97
Doc_11915,Lucknow,Cardiologist,Stroke,Clopidogrel,379
Doc_11915,Lucknow,Cardiologist,Skin Infection,Clindamycin,107
Doc_11915,Lucknow,Cardiologist,Hypertension,Losartan,402
Doc_11916,Pune,Pulmonologist,Heart Disease,Aspirin,424
Doc_11917,Pune,Gastroenterologist,Skin Infection,Clindamycin,431
Doc_11917,Pune,Gastroenterologist,Diabetes,Insulin,419
Doc_11917,Pune,Gastroenterologist,Cancer,Cisplatin,314
Doc_11917,Pune,Gastroenterologist,Asthma,Montelukast,467
Doc_11917,Pune,Gastroenterologist,Hypertension,Losartan,478
Doc_11918,Pune,Cardiologist,Asthma,Salbutamol,154
Doc_11919,Kolkata,Oncologist,Hypertension,Metoprolol,141
Doc_11919,Kolkata,Oncologist,Heart Disease,Atorvastatin,203
Doc_11920,Lucknow,Oncologist,Skin Infection,Clindamycin,453
Doc_11920,Lucknow,Oncologist,Liver Disease,Tenofovir,473
Doc_11920,Lucknow,Oncologist,Hypertension,Losartan,327
Doc_11920,Lucknow,Oncologist,Cancer,Doxorubicin,340
Doc_11920,Lucknow,Oncologist,Stroke,Alteplase,121
Doc_11921,Ahmedabad,Dermatologist,Stroke,Clopidogrel,38
Doc_11921,Ahmedabad,Dermatologist,Skin Infection,Mupirocin,475
Doc_11921,Ahmedabad,Dermatologist,Liver Disease,Silymarin,247
Doc_11922,Hyderabad,Pulmonologist,Diabetes,Insulin,352
Doc_11922,Hyderabad,Pulmonologist,Hypertension,Amlodipine,312
Doc_11922,Hyderabad,Pulmonologist,Asthma,Salbutamol,238
Doc_11922,Hyderabad,Pulmonologist,Cancer,Paclitaxel,412
Doc_11923,Hyderabad,Gastroenterologist,Asthma,Salbutamol,253
Doc_11923,Hyderabad,Gastroenterologist,Heart Disease,Clopidogrel,110
Doc_11923,Hyderabad,Gastroenterologist,Liver Disease,Silymarin,280
Doc_11923,Hyderabad,Gastroenterologist,Stroke,Alteplase,187
Doc_11924,Jaipur,Gastroenterologist,Hypertension,Metoprolol,325
Doc_11924,Jaipur,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,484
Doc_11924,Jaipur,Gastroenterologist,Diabetes,Metformin,469
Doc_11925,Delhi,Dermatologist,Asthma,Budesonide,312
Doc_11925,Delhi,Dermatologist,Hypertension,Losartan,46
Doc_11925,Delhi,Dermatologist,Stroke,Alteplase,251
Doc_11926,Delhi,Neurologist,Hypertension,Metoprolol,89
Doc_11927,Pune,Gastroenterologist,Stroke,Alteplase,354
Doc_11927,Pune,Gastroenterologist,Asthma,Salbutamol,133
Doc_11928,Mumbai,Oncologist,Skin Infection,Mupirocin,252
Doc_11928,Mumbai,Oncologist,Stroke,Clopidogrel,160
Doc_11929,Delhi,Cardiologist,Stroke,Clopidogrel,39
Doc_11929,Delhi,Cardiologist,Heart Disease,Atorvastatin,122
Doc_11929,Delhi,Cardiologist,Hypertension,Amlodipine,422
Doc_11929,Delhi,Cardiologist,Skin Infection,Clindamycin,473
Doc_11929,Delhi,Cardiologist,Diabetes,Insulin,71
Doc_11930,Chennai,Endocrinologist,Skin Infection,Amoxicillin,468
Doc_11930,Chennai,Endocrinologist,Stroke,Warfarin,60
Doc_11930,Chennai,Endocrinologist,Diabetes,Insulin,375
Doc_11930,Chennai,Endocrinologist,Cancer,Cisplatin,287
Doc_11930,Chennai,Endocrinologist,Hypertension,Metoprolol,175
Doc_11931,Mumbai,Oncologist,Skin Infection,Clindamycin,326
Doc_11931,Mumbai,Oncologist,Asthma,Budesonide,88
Doc_11931,Mumbai,Oncologist,Diabetes,Metformin,331
Doc_11932,Kolkata,General Physician,Stroke,Warfarin,416
Doc_11932,Kolkata,General Physician,Skin Infection,Mupirocin,203
Doc_11933,Bangalore,Gastroenterologist,Heart Disease,Clopidogrel,259
Doc_11933,Bangalore,Gastroenterologist,Skin Infection,Clindamycin,460
Doc_11933,Bangalore,Gastroenterologist,Cancer,Doxorubicin,67
Doc_11934,Pune,Endocrinologist,Diabetes,Metformin,176
Doc_11934,Pune,Endocrinologist,Skin Infection,Clindamycin,175
Doc_11934,Pune,Endocrinologist,Heart Disease,Clopidogrel,363
Doc_11935,Pune,General Physician,Heart Disease,Aspirin,206
Doc_11936,Kolkata,General Physician,Skin Infection,Amoxicillin,287
Doc_11936,Kolkata,General Physician,Hypertension,Metoprolol,312
Doc_11936,Kolkata,General Physician,Heart Disease,Aspirin,115
Doc_11936,Kolkata,General Physician,Stroke,Clopidogrel,137
Doc_11937,Kolkata,Gastroenterologist,Diabetes,Glipizide,390
Doc_11937,Kolkata,Gastroenterologist,Liver Disease,Tenofovir,170
Doc_11937,Kolkata,Gastroenterologist,Asthma,Salbutamol,444
Doc_11937,Kolkata,Gastroenterologist,Skin Infection,Amoxicillin,449
Doc_11937,Kolkata,Gastroenterologist,Hypertension,Losartan,203
Doc_11938,Mumbai,Dermatologist,Diabetes,Insulin,343
Doc_11938,Mumbai,Dermatologist,Heart Disease,Atorvastatin,344
Doc_11938,Mumbai,Dermatologist,Hypertension,Amlodipine,79
Doc_11938,Mumbai,Dermatologist,Asthma,Salbutamol,180
Doc_11938,Mumbai,Dermatologist,Stroke,Clopidogrel,458
Doc_11939,Kolkata,Oncologist,Diabetes,Glipizide,474
Doc_11939,Kolkata,Oncologist,Asthma,Salbutamol,265
Doc_11939,Kolkata,Oncologist,Skin Infection,Clindamycin,419
Doc_11939,Kolkata,Oncologist,Cancer,Paclitaxel,258
Doc_11940,Pune,Endocrinologist,Skin Infection,Amoxicillin,437
Doc_11940,Pune,Endocrinologist,Hypertension,Metoprolol,426
Doc_11940,Pune,Endocrinologist,Stroke,Alteplase,443
Doc_11940,Pune,Endocrinologist,Heart Disease,Aspirin,192
Doc_11941,Bangalore,Pulmonologist,Asthma,Salbutamol,390
Doc_11941,Bangalore,Pulmonologist,Diabetes,Insulin,382
Doc_11941,Bangalore,Pulmonologist,Heart Disease,Atorvastatin,51
Doc_11942,Hyderabad,Gastroenterologist,Heart Disease,Atorvastatin,295
Doc_11942,Hyderabad,Gastroenterologist,Asthma,Salbutamol,343
Doc_11942,Hyderabad,Gastroenterologist,Diabetes,Metformin,140
Doc_11942,Hyderabad,Gastroenterologist,Stroke,Clopidogrel,421
Doc_11942,Hyderabad,Gastroenterologist,Skin Infection,Clindamycin,453
Doc_11943,Bangalore,Neurologist,Asthma,Montelukast,34
Doc_11943,Bangalore,Neurologist,Diabetes,Metformin,377
Doc_11943,Bangalore,Neurologist,Hypertension,Metoprolol,122
Doc_11943,Bangalore,Neurologist,Skin Infection,Amoxicillin,30
Doc_11943,Bangalore,Neurologist,Cancer,Doxorubicin,210
Doc_11944,Ahmedabad,Endocrinologist,Stroke,Clopidogrel,204
Doc_11944,Ahmedabad,Endocrinologist,Cancer,Cisplatin,427
Doc_11945,Ahmedabad,Neurologist,Cancer,Cisplatin,240
Doc_11945,Ahmedabad,Neurologist,Diabetes,Metformin,188
Doc_11945,Ahmedabad,Neurologist,Liver Disease,Silymarin,174
Doc_11946,Ahmedabad,Neurologist,Cancer,Doxorubicin,96
Doc_11946,Ahmedabad,Neurologist,Asthma,Salbutamol,165
Doc_11946,Ahmedabad,Neurologist,Heart Disease,Clopidogrel,168
Doc_11946,Ahmedabad,Neurologist,Stroke,Clopidogrel,202
Doc_11946,Ahmedabad,Neurologist,Skin Infection,Clindamycin,461
Doc_11947,Hyderabad,Gastroenterologist,Heart Disease,Atorvastatin,490
Doc_11947,Hyderabad,Gastroenterologist,Hypertension,Metoprolol,307
Doc_11947,Hyderabad,Gastroenterologist,Diabetes,Metformin,325
Doc_11947,Hyderabad,Gastroenterologist,Stroke,Alteplase,40
Doc_11948,Bangalore,Endocrinologist,Asthma,Salbutamol,61
Doc_11948,Bangalore,Endocrinologist,Liver Disease,Tenofovir,190
Doc_11948,Bangalore,Endocrinologist,Stroke,Clopidogrel,298
Doc_11949,Kolkata,Gastroenterologist,Heart Disease,Clopidogrel,117
Doc_11950,Bangalore,Neurologist,Hypertension,Amlodipine,336
Doc_11950,Bangalore,Neurologist,Liver Disease,Tenofovir,15
Doc_11950,Bangalore,Neurologist,Asthma,Salbutamol,202
Doc_11950,Bangalore,Neurologist,Heart Disease,Aspirin,215
Doc_11951,Kolkata,Pulmonologist,Diabetes,Glipizide,97
Doc_11952,Pune,Oncologist,Skin Infection,Mupirocin,409
Doc_11952,Pune,Oncologist,Heart Disease,Aspirin,401
Doc_11952,Pune,Oncologist,Liver Disease,Silymarin,152
Doc_11952,Pune,Oncologist,Asthma,Salbutamol,165
Doc_11952,Pune,Oncologist,Hypertension,Amlodipine,41
Doc_11953,Mumbai,General Physician,Stroke,Clopidogrel,208
Doc_11953,Mumbai,General Physician,Diabetes,Insulin,176
Doc_11953,Mumbai,General Physician,Heart Disease,Clopidogrel,39
Doc_11953,Mumbai,General Physician,Liver Disease,Tenofovir,349
Doc_11954,Bangalore,Pulmonologist,Liver Disease,Silymarin,27
Doc_11955,Chennai,Neurologist,Heart Disease,Clopidogrel,436
Doc_11955,Chennai,Neurologist,Hypertension,Amlodipine,455
Doc_11956,Hyderabad,Cardiologist,Diabetes,Glipizide,190
Doc_11956,Hyderabad,Cardiologist,Cancer,Doxorubicin,36
Doc_11957,Ahmedabad,Oncologist,Skin Infection,Amoxicillin,356
Doc_11957,Ahmedabad,Oncologist,Liver Disease,Ursodeoxycholic Acid,69
Doc_11957,Ahmedabad,Oncologist,Hypertension,Metoprolol,406
Doc_11957,Ahmedabad,Oncologist,Heart Disease,Atorvastatin,85
Doc_11958,Hyderabad,Neurologist,Diabetes,Metformin,228
Doc_11959,Lucknow,Cardiologist,Asthma,Budesonide,373
Doc_11959,Lucknow,Cardiologist,Hypertension,Losartan,402
Doc_11959,Lucknow,Cardiologist,Stroke,Clopidogrel,422
Doc_11959,Lucknow,Cardiologist,Liver Disease,Ursodeoxycholic Acid,181
Doc_11960,Pune,Pulmonologist,Cancer,Cisplatin,50
Doc_11960,Pune,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,101
Doc_11960,Pune,Pulmonologist,Stroke,Warfarin,23
Doc_11960,Pune,Pulmonologist,Diabetes,Glipizide,121
Doc_11960,Pune,Pulmonologist,Asthma,Salbutamol,177
Doc_11961,Mumbai,General Physician,Liver Disease,Tenofovir,218
Doc_11962,Mumbai,Neurologist,Cancer,Paclitaxel,253
Doc_11962,Mumbai,Neurologist,Heart Disease,Aspirin,434
Doc_11962,Mumbai,Neurologist,Asthma,Montelukast,238
Doc_11963,Lucknow,Pulmonologist,Hypertension,Amlodipine,345
Doc_11963,Lucknow,Pulmonologist,Stroke,Alteplase,382
Doc_11963,Lucknow,Pulmonologist,Heart Disease,Aspirin,212
Doc_11963,Lucknow,Pulmonologist,Liver Disease,Tenofovir,131
Doc_11964,Mumbai,Oncologist,Skin Infection,Clindamycin,172
Doc_11964,Mumbai,Oncologist,Diabetes,Insulin,433
Doc_11964,Mumbai,Oncologist,Heart Disease,Clopidogrel,131
Doc_11964,Mumbai,Oncologist,Liver Disease,Ursodeoxycholic Acid,404
Doc_11965,Kolkata,Pulmonologist,Heart Disease,Clopidogrel,173
Doc_11965,Kolkata,Pulmonologist,Stroke,Warfarin,478
Doc_11965,Kolkata,Pulmonologist,Liver Disease,Ursodeoxycholic Acid,29
Doc_11966,Bangalore,Cardiologist,Stroke,Warfarin,143
Doc_11967,Ahmedabad,Cardiologist,Heart Disease,Atorvastatin,400
Doc_11967,Ahmedabad,Cardiologist,Stroke,Clopidogrel,259
Doc_11967,Ahmedabad,Cardiologist,Diabetes,Insulin,151
Doc_11968,Mumbai,Oncologist,Heart Disease,Atorvastatin,434
Doc_11968,Mumbai,Oncologist,Stroke,Warfarin,17
Doc_11968,Mumbai,Oncologist,Liver Disease,Ursodeoxycholic Acid,317
Doc_11968,Mumbai,Oncologist,Skin Infection,Amoxicillin,148
Doc_11969,Delhi,Pulmonologist,Hypertension,Losartan,360
Doc_11969,Delhi,Pulmonologist,Cancer,Doxorubicin,492
Doc_11970,Jaipur,Pulmonologist,Diabetes,Insulin,360
Doc_11970,Jaipur,Pulmonologist,Stroke,Alteplase,476
Doc_11970,Jaipur,Pulmonologist,Skin Infection,Clindamycin,470
Doc_11970,Jaipur,Pulmonologist,Asthma,Montelukast,74
Doc_11970,Jaipur,Pulmonologist,Heart Disease,Clopidogrel,145
Doc_11971,Lucknow,Cardiologist,Skin Infection,Clindamycin,143
Doc_11971,Lucknow,Cardiologist,Asthma,Budesonide,240
Doc_11971,Lucknow,Cardiologist,Liver Disease,Tenofovir,139
Doc_11972,Mumbai,Oncologist,Liver Disease,Tenofovir,426
Doc_11972,Mumbai,Oncologist,Skin Infection,Clindamycin,134
Doc_11972,Mumbai,Oncologist,Hypertension,Losartan,185
Doc_11973,Delhi,Oncologist,Asthma,Montelukast,254
Doc_11973,Delhi,Oncologist,Diabetes,Glipizide,422
Doc_11973,Delhi,Oncologist,Stroke,Alteplase,166
Doc_11974,Kolkata,Neurologist,Asthma,Budesonide,219
Doc_11974,Kolkata,Neurologist,Diabetes,Insulin,207
Doc_11974,Kolkata,Neurologist,Stroke,Warfarin,55
Doc_11974,Kolkata,Neurologist,Heart Disease,Aspirin,95
Doc_11975,Pune,Oncologist,Skin Infection,Mupirocin,433
Doc_11975,Pune,Oncologist,Liver Disease,Silymarin,413
Doc_11975,Pune,Oncologist,Cancer,Cisplatin,149
Doc_11975,Pune,Oncologist,Diabetes,Glipizide,251
Doc_11976,Lucknow,Dermatologist,Asthma,Montelukast,195
Doc_11976,Lucknow,Dermatologist,Stroke,Alteplase,476
Doc_11977,Jaipur,General Physician,Heart Disease,Clopidogrel,200
Doc_11977,Jaipur,General Physician,Liver Disease,Silymarin,385
Doc_11977,Jaipur,General Physician,Cancer,Paclitaxel,218
Doc_11978,Hyderabad,Dermatologist,Stroke,Clopidogrel,408
Doc_11978,Hyderabad,Dermatologist,Hypertension,Amlodipine,201
Doc_11979,Kolkata,Gastroenterologist,Asthma,Salbutamol,144
Doc_11979,Kolkata,Gastroenterologist,Stroke,Clopidogrel,268
Doc_11980,Ahmedabad,Gastroenterologist,Cancer,Cisplatin,122
Doc_11981,Hyderabad,Gastroenterologist,Stroke,Clopidogrel,170
Doc_11981,Hyderabad,Gastroenterologist,Asthma,Budesonide,345
Doc_11981,Hyderabad,Gastroenterologist,Liver Disease,Ursodeoxycholic Acid,251
Doc_11982,Lucknow,Neurologist,Asthma,Montelukast,468
Doc_11982,Lucknow,Neurologist,Liver Disease,Silymarin,228
